condition,dominant_anchor,n_segments,mean_speed,max_speed,mean_accel,mean_jerk,mean_altitude,altitude_range,swarm_spread,min_pairwise_dist,boundary_margin,centroid_path_length,heading_change,formation_change
shosta.mp3,sad,14,0.5857171761284915,1.0769935629343075,1.9078501458441552,10.66495419063393,0.7942129957246056,0.49247142857142856,0.7554993256259438,0.6772184051051388,-0.05072142857142855,1.9079055319472287,0.41260755695767853,0.15117333402458102
shosta.mp3,brave,12,0.6847500350385475,1.5023715836751999,1.99086092057583,10.102741738883326,0.7828728594771242,0.4997833333333333,0.6485489128824212,0.552612860716827,-0.06441666666666666,2.234877343711861,0.46677659958626755,0.17308799682307618
shosta.mp3,grumpy,3,0.7106028723022207,1.2404971991561087,1.5940506480635825,7.689168451543309,0.7857393681917211,0.46226666666666666,0.6812997106254788,0.5702825115970017,0.004233333333333385,2.2735712037891243,0.330269979834509,0.17231264594227527
shosta.mp3,scared,16,0.6706833535728483,1.4474255673740806,2.0277484416460148,10.758964627444701,0.7693103098125215,0.44618749999999996,0.7482454864138001,0.6630081057720705,-0.052968749999999926,2.059945384997065,0.4725809580495481,0.23615057142514953
