condition,segment_idx,start_s,end_s,dominant_anchor,phrase_index,section_index,section_role,motion_mode,height_level,speed_level,vertical_trend,transition_style,weight_happy,weight_sad,weight_sleepy,weight_brave,weight_grumpy,weight_scared,weight_shy,mean_speed,max_speed,mean_accel,mean_jerk,mean_altitude,altitude_range,swarm_spread,min_pairwise_dist,boundary_margin,centroid_path_length,heading_change,formation_change,z_mean_speed,z_max_speed,z_mean_accel,z_mean_jerk,z_mean_altitude,z_altitude_range,z_swarm_spread,z_min_pairwise_dist,z_boundary_margin,z_centroid_path_length,z_heading_change,z_formation_change
oldTownRoad.mp3,0,1.207437641723356,4.760090702947846,sad,0,0,buildup,advance,0.3,0.5,rise,smooth,0.11830697326176437,0.8839813686032613,0.0,0.012859222975801962,0.01320582186090058,0.014960421619322282,0.009231305913039271,0.47147471829836307,0.638371239953681,1.860926592434263,10.720812442392447,0.8779176470588236,0.5381,0.7558058441028307,0.5827954529678487,-0.17069999999999985,1.408265225011927,0.3540129404475808,0.10199198528378307,-0.3005504154872698,-1.2816104070419974,0.8126659285348229,1.8018972349898095,1.130665847880875,0.7194503182381572,0.9339142051331466,0.49265405839609794,-1.7800198679686479,-0.3789785414525279,-1.2580880166120068,-0.675647592743816
oldTownRoad.mp3,1,4.760090702947846,8.266303854875284,sad,1,0,peak,advance,0.5,0.7,hold,surge,0.06450667774191388,0.9648852079020533,0.0,0.0028955311270819875,0.007265264279103219,0.015401584291345208,0.001806122898720447,0.3468477292554554,0.4688124891681108,1.6244275500241467,7.846678718151724,0.9264444444444444,0.5105,0.7642129107401164,0.8823351177415529,0.008000000000000007,1.0845480264073786,0.44856223088312047,0.053173135834939336,-1.069441318083686,-1.6625300871026514,0.13372573896251258,0.1683974247960178,2.0054851833875444,0.4659229256287679,1.0011402005993915,3.0711901471151037,0.29507867773588675,-1.0948704311329687,-0.4619136002215544,-1.1239632440225402
oldTownRoad.mp3,2,8.266303854875284,11.818956916099774,sad,2,0,release,retreat,0.4,0.5,fall,drift,0.10374360554939346,0.8819502091424629,0.0,0.03363220602874907,0.0,0.014949345856505624,0.016877664414443085,0.4643015890647852,0.66811341851515,2.046479636089531,10.141651696572142,0.9179177777777778,0.5048,0.7474491286576642,0.6632740157732699,-0.03939999999999988,1.5291927076441605,0.3452901549677342,0.1234088950635205,-0.34480530644790724,-1.2147935598462476,1.3453506166045703,1.4727340647482825,1.8517702615445792,0.4135640075898731,0.8670908363093642,1.185440032897312,-0.25533917937880146,-0.1115506617196283,-1.3315402721151905,-0.47897077703266516
oldTownRoad.mp3,3,11.818956916099774,15.32517006802721,happy,3,0,stable,hold,0.4,0.4,hold,smooth,0.4516803417766604,0.0,0.0,0.4228082599743956,0.0,0.0,0.28711256368515226,0.3090032381570033,1.1254038830571005,0.9075202016243905,3.8815105127971874,0.7323482352941175,0.5633,0.49935357868057884,0.43509923006137347,-0.02059999999999995,0.8142670941718303,0.4253457230458031,0.16982833155843152,-1.3029243312131504,-0.18747449408835293,-1.9243680531647933,-2.0851864833584948,-1.4935942090548338,0.9509318506206426,-1.1167723870395823,-0.7787636726064043,-0.03702998710546554,-1.6925894530347576,-0.6574136351012717,-0.052689532407792075
oldTownRoad.mp3,4,15.32517006802721,18.83138321995465,brave,4,1,buildup,advance,0.5,0.6,rise,snap,0.3630273279338957,0.0,0.0,0.4867673280597528,0.0028534461234892864,0.0,0.30608375299592155,0.4423598428026672,0.8448151691346457,1.5649382458503198,6.9689782369295,0.8532833333333332,0.5200999999999999,0.3846335806465691,0.35183332701721143,0.022800000000000042,1.4598943213534408,0.5049258719426312,0.06265791088973538,-0.4801757363811298,-0.8178268801538661,-0.03705583817073673,-0.3304393403103996,0.6865694903004738,0.5541063665363808,-2.034115665076435,-1.4955439899021252,0.466939105695748,-0.26480218164913333,0.012709623490433454,-1.036862192811187
oldTownRoad.mp3,5,18.83138321995465,22.407256235827663,happy,5,1,peak,advance,0.6,0.5,hold,smooth,0.4466474468837306,0.0,0.0,0.42317928147881084,0.0,0.0,0.2869282632694135,0.5614424549921088,1.3824427474582808,2.19369390794352,10.432333390138071,0.8253833333333332,0.36639999999999995,0.4384447044605661,0.41313617609693776,0.15490000000000004,1.8524922641859143,0.7444456409450866,0.09767690536877557,0.25450892440574896,0.3899723291350221,1.7679725630688303,1.637941580063943,0.1836008054585541,-0.8577472654948883,-1.6038221368308647,-0.9678288747343602,2.0009095471482903,0.6034176237567946,2.0296418650868735,-0.7152740461374683
oldTownRoad.mp3,6,22.407256235827663,25.93668934240363,brave,6,1,release,retreat,0.5,0.4,fall,drift,0.36680318641757725,0.0,0.0,0.48577213745799264,0.0,0.0,0.30586247288664326,0.542883005593267,1.8888689446332692,2.3203144303589136,12.386630842869678,0.8162941176470587,0.255,0.4636337265213333,0.44924043673738895,0.01880000000000015,1.7006741914517467,0.7891342177537441,0.07961521205527167,0.14000570235442497,1.5276765414418703,2.131474083482492,2.7486569553350195,0.019744502233820946,-1.8810426110269858,-1.4024014563587772,-0.6570315080876,0.4204903413822733,0.26767603373372206,2.4059524793289757,-0.8811390735286835
oldTownRoad.mp3,7,25.93668934240363,29.442902494331065,happy,7,2,stable,hold,0.4,0.3,hold,smooth,0.4572477540711729,0.0,0.0,0.38631062453326,0.02147339987993309,0.0,0.2726176152827525,0.38649100273008774,1.20942243240317,1.4282979224493564,6.317008142030412,0.8098133333333332,0.5175000000000001,0.4632536268446136,0.4342133692091942,0.08640000000000003,1.2530710959270055,0.5898129254963684,0.08945537405055112,-0.8248606493387141,0.001276123545878254,-0.4293221498126972,-0.7009833471140616,-0.09708817027580981,0.5302233512905704,-1.4054408731073675,-0.7863894545830696,1.205474458280015,-0.722186189414528,0.7275209140979374,-0.7907744155449967
oldTownRoad.mp3,8,29.442902494331065,32.97233560090703,happy,8,2,buildup,advance,0.3,0.4,rise,smooth,0.43424904668993863,0.0,0.0,0.41379563895977167,0.0,0.0,0.2800811673821634,0.34451063188769127,0.8520378454035947,1.8634454650925487,10.689197404997943,0.8340305882352943,0.2047,0.39777751115649296,0.41569860476070875,0.12530000000000008,1.0222147774010968,0.9094212333536207,0.060673499070827114,-1.0838601283137652,-0.8016008846166078,0.8198970947277048,1.7839289834962802,0.33948963791490555,-2.3430870982825023,-1.9290119647025248,-0.9457706448525407,1.657188691228569,-1.2327187370413022,3.4188574308460167,-1.055085540699205
oldTownRoad.mp3,9,32.97233560090703,36.52498866213152,happy,9,2,peak,advance,0.5,0.6,hold,drift,0.41303641648522893,0.0,0.0,0.13227693018860578,0.23253403315018578,0.0,0.00789376089920789,0.4419446160984586,1.0735291006768284,1.5646781820304025,7.099809636858103,0.8553977777777777,0.2609999999999999,0.4599268507644644,0.412513781587961,0.11040000000000005,1.4171499944960102,0.6024736887977618,0.10449405261306961,-0.48273749317099485,-0.3040130119528696,-0.03780242799789276,-0.25608195563191927,0.7246877462644011,-1.8259279604597283,-1.4320429976450084,-0.9731866516552551,1.4841670441608708,-0.35933011238309975,0.8341338329904042,-0.6526704853982663
oldTownRoad.mp3,10,36.52498866213152,40.054421768707485,brave,10,2,release,retreat,0.4,0.5,fall,snap,0.3869838266270931,0.0,0.0,0.40723683110968534,0.03977053819562605,0.0,0.27515713797472297,0.631402128490813,1.8788737504153918,1.859273479615877,8.043560570390364,0.8462555555555555,0.25880000000000003,0.5053004530240968,0.43434975538153575,-0.17989999999999995,2.104282326238651,0.5901285634542174,0.19756477743154396,0.6861277648741607,1.5052219871002142,0.8079201810727543,0.2802942601972242,0.5598758649868504,-1.8461366656677218,-1.0692189935785859,-0.7852153974923312,-1.8868520258896435,1.1602445829134733,0.7301788173537254,0.2020211569293569
oldTownRoad.mp3,11,40.054421768707485,43.58385487528345,happy,11,3,stable,hold,0.3,0.3,hold,smooth,0.4035534438144513,0.0,0.0,0.1302123720614592,0.22737117389556158,0.0,0.006605969668282394,0.29049159880988196,0.5486455048571891,1.3252427625170409,6.552053375372868,0.7584211764705883,0.346,0.3871838297229181,0.4081720225591166,0.03839999999999999,0.8453416083216606,0.7564066128841855,0.035197934651953124,-1.417132587349765,-1.4831824176154045,-0.7251723532968959,-0.567396541178897,-1.0235629211161148,-1.0451370774235667,-2.013722935930686,-1.0105619433477748,0.6480892865183034,-1.6238689996528561,2.130362027123067,-1.2890339926410828
oldTownRoad.mp3,12,43.58385487528345,47.11328798185941,happy,12,3,buildup,advance,0.6,0.7,rise,surge,0.3716340018187043,0.0,0.0,0.16313078886290786,0.24255954334744825,0.0,0.02115222566952117,0.7531779463967299,1.5510027562838178,1.9288009216128286,6.261348133203588,0.8359233333333332,0.5396,0.5512820960017113,0.41110239600372067,-0.0026999999999999247,2.5425135891693946,0.5206533558668996,0.13593639589266737,1.4374282597602295,0.7686483003566078,1.0075191907297545,-0.7326174402278123,0.37361119750994637,0.7332289808799713,-0.7015328724011758,-0.9853363236087536,0.17082823319733947,2.1293812500072185,0.14514658073266268,-0.36392761734085566
oldTownRoad.mp3,13,47.11328798185941,50.64272108843537,sleepy,13,3,peak,hold,0.5,0.5,hold,drift,0.04559325093493506,0.09708082136264817,0.12274932650260498,0.06053703775951518,0.11680359490170267,0.0,0.0053829698944803965,0.5011038421843654,0.7667330695881064,1.1286744079242141,5.675104986140062,0.7687322222222223,0.4895999999999999,0.6497510017661232,0.5555004230421431,-0.01089999999999991,1.6673070586102423,0.3989991857232633,0.1291675959775,-0.11775241978181354,-0.9932410551223166,-1.2894797372555136,-1.065805858490662,-0.8376800135518055,0.2739402261528175,0.08586069756601107,0.2576894510901882,0.07560826635471404,0.1938855156948475,-0.8792708154148919,-0.4260871925173147
oldTownRoad.mp3,14,50.64272108843537,54.17215419501134,happy,14,3,release,retreat,0.4,0.6,fall,snap,0.3965552580771252,0.0,0.0,0.1352347105401727,0.2444479025524939,0.0,0.009385729193939518,0.4473652005885211,1.0427054905389153,1.3568379302119338,5.0606328166439845,0.8535764705882353,0.5315,0.5310875112923064,0.37576014956352133,-0.006000000000000005,1.3306772327598244,0.535067615001143,0.13572304221834675,-0.44929499300973885,-0.37325933311087744,-0.6344691143926949,-1.415038103245166,0.6918540372386917,0.6588242026141725,-0.8630161957396789,-1.289574021047931,0.13250800263872092,-0.5505623023070823,0.26652522145055396,-0.3658868972611248
oldTownRoad.mp3,15,54.17215419501134,57.7015873015873,sleepy,15,3,stable,hold,0.3,0.3,hold,smooth,0.05215722794444614,0.09708082136264817,0.12273042228387065,0.05407292015422045,0.10981713742162813,0.0,0.0003070705965798582,0.19660857159418907,0.554830289367839,0.8730388575797201,5.296565395547731,0.7462644444444445,0.5613999999999999,0.4750199042436977,0.37639380972593056,0.04540000000000011,0.6489301647866398,0.615300972675481,0.07720974562202489,-1.996347459575437,-1.4692880823120018,-2.0233569117403793,-1.2809469788109284,-1.2427190329141502,0.9334788779410096,-1.3113533934652661,-1.2841192656719103,0.7293746240668877,-2.0582276314255137,0.942148977347098,-0.9032290707905031
oldTownRoad.mp3,16,57.7015873015873,61.23102040816327,happy,16,3,buildup,advance,0.5,0.6,rise,smooth,0.39718782059188984,0.3065682175967311,0.0,0.011686823187010194,0.03675696812281319,0.0,0.30252920376309334,0.35558610704742805,0.9737672155089223,1.1674920523244856,6.116731338053646,0.7475477777777777,0.37349999999999994,0.6403192161493958,0.4214615996742764,0.06540000000000001,1.1926423400780632,0.41708531666272386,0.14568037497851632,-1.0155295671917093,-0.5281315856292245,-1.1780422507469275,-0.8148096866900644,-1.2195836752481861,-0.7925282623236326,0.010440672429464658,-0.8961608865757372,0.9616184456342661,-0.8558227598600299,-0.7269723192637917,-0.2744462309657799
oldTownRoad.mp3,17,61.23102040816327,64.76045351473923,happy,17,3,peak,hold,0.5,0.4,hold,drift,0.42140347871576656,0.3065682175967311,0.0,0.013138515016780572,0.03804077652476901,0.0,0.3036225262379214,0.599744148570169,1.3509555914240854,1.4395536307612575,6.916662653145105,0.7810176470588235,0.38349999999999995,0.7179146227441049,0.5767258620870059,-0.0693999999999999,1.8531182585751629,0.47396611331426997,0.2005977332792727,0.4908126654522958,0.3192353288504793,-0.3970093224237356,-0.360172645849119,-0.616203885494831,-0.7006705113782019,0.6309220694487574,0.44040502105462703,-0.6037049117298712,0.6048019935344288,-0.24799426591981874,0.2298735457407512
oldTownRoad.mp3,18,64.76045351473923,68.28988662131519,grumpy,18,4,release,retreat,0.4,0.3,fall,snap,0.07457033886004256,0.14459088089722394,0.0,0.14274500139533358,0.17329015763985683,0.0,0.013735306208201119,0.39768269465225925,0.9332327791071207,1.4373083055030453,7.797016855494553,0.7149088888888889,0.27180000000000004,0.56333973377579,0.5111186750648034,0.0012000000000000899,1.3360167865321457,0.5393792528668275,0.12454072162252756,-0.7558130845238665,-0.619193618547476,-0.40345519019946435,0.14017234864866854,-1.8079829232462499,-1.7267215894386618,-0.605115568089723,-0.12436325276944646,0.21611577840297866,-0.5387540225598358,0.3028323766453224,-0.46857693189570593
oldTownRoad.mp3,19,68.28988662131519,71.81931972789116,happy,19,4,stable,hold,0.4,0.3,hold,smooth,0.4237385420138586,0.3065682175967311,0.0,0.01441036999728422,0.03285176482748391,0.0,0.30493290443282167,0.3593189370995974,1.1563674761943108,1.1957656361223283,6.039794558200379,0.7347666666666667,0.3587,0.6059870226902727,0.47011593251026923,0.001100000000000101,1.2114772802317522,0.44614621580389324,0.205306563257532,-0.9924997315991687,-0.11791369621322394,-1.0968745971785558,-0.8585363282959396,-1.4499958131110526,-0.9284777337228693,-0.2640921677877273,-0.4773283650633234,0.2149545592951419,-0.8141697956160321,-0.4822582203327513,0.27311590401624103
oldTownRoad.mp3,20,71.81931972789116,75.34875283446712,happy,20,4,buildup,advance,0.6,0.7,rise,surge,0.3813295832372923,0.3065682175967311,0.0,0.013207749935311862,0.04649166782283304,0.0,0.30305290118932593,0.4441371903882074,1.2779169339201981,1.414532674610107,7.036646945322764,0.8187117647058826,0.5392999999999999,0.6811912514065671,0.5324683183063571,-0.04919999999999991,1.4129123718061978,0.47719076534305266,0.17190333025267038,-0.46921032351375264,0.15515142330422463,-0.46883934989202414,-0.2919801616771377,0.06332875892158346,0.7304732483516078,0.3372684918627951,0.05942150782715727,-0.3691386519468179,-0.3687015011392111,-0.22084032922445346,-0.0336343026858178
oldTownRoad.mp3,21,75.34875283446712,78.87818594104309,happy,21,4,peak,hold,0.6,0.5,hold,drift,0.3530066846565962,0.3065682175967311,7.406631803284963e-05,0.01737836977471775,0.08892261503798898,0.0,0.3056984580687035,0.4889041345204597,0.920264364191073,1.3512385497526807,6.823809294170593,0.7757966666666666,0.5109,0.6837814560512105,0.5970461037474409,0.0030000000000001137,1.6767107083255561,0.3661156138794329,0.11066082700899924,-0.19301897567913498,-0.6483276174583424,-0.6505437859505625,-0.41294539715900835,-0.7103253780191541,0.46959723566658573,0.35798072042122897,0.6153283538042563,0.2370177223440431,0.21468143445853582,-1.156174624010309,-0.5960394604803771
oldTownRoad.mp3,22,78.87818594104309,82.40761904761905,happy,22,4,release,retreat,0.5,0.4,fall,snap,0.39754888727710785,0.3065682175967311,0.0,0.021789091573136563,0.0563723712606561,0.0,0.30907847903063546,0.3847019001290345,0.9679564866253028,1.2068832435134271,6.287437335344842,0.7827177777777777,0.5099999999999999,0.6540147992354175,0.5646435512781492,-0.030000000000000027,1.2797188795907806,0.4582373932787284,0.11268474737849038,-0.8358985852170159,-0.5411855918483828,-1.064958229176466,-0.717789770107103,-0.5855546915245167,0.46133003808149586,0.1199555896022548,0.33639651026426687,-0.1461845832421348,-0.6632553316006995,-0.3804416321261649,-0.577453295734002
oldTownRoad.mp3,23,82.40761904761905,85.93705215419502,happy,23,4,stable,hold,0.5,0.4,hold,smooth,0.4376920529571898,0.3065682175967311,0.0,0.024562214525374597,0.030362273880623427,0.0,0.3129387825740282,0.39635526506997293,0.9003936139267094,1.3249933117205328,7.517884520224162,0.7645176470588236,0.3872,0.7075325712644307,0.6267302290459589,0.03310000000000013,1.2557019680689536,0.43929427139388005,0.10488193157989371,-0.7640027113253767,-0.6929679547939176,-0.7258884753130538,-0.01847114550663124,-0.9136584840572547,-0.6666831435283922,0.5479033691321112,0.8708590809355391,0.5865446738029495,-0.7163680863377506,-0.5399566209939528,-0.6491084962569351
oldTownRoad.mp3,24,85.93705215419502,89.46648526077098,happy,24,4,buildup,advance,0.3,0.4,hold,smooth,0.40736565019119714,0.3065682175967311,0.0,0.02050587694682492,0.04499866136381716,0.0,0.3088266999833924,0.312227162039922,0.6817761069442079,1.1733656315257557,6.662161705382581,0.7499766666666668,0.30889999999999995,0.7082270791834209,0.6528368096239672,0.025800000000000045,1.0109859464909081,0.41522114168329727,0.10907362356364224,-1.2830342113982036,-1.18409985114025,-1.1611804109029293,-0.5048170116828792,-1.1757967558907765,-1.385929333431115,0.5534569097697264,1.095593124836875,0.501775678930855,-1.2575509949931483,-0.7426700407322202,-0.6106151449618948
oldTownRoad.mp3,25,89.46648526077098,92.99591836734695,happy,25,4,peak,advance,0.5,0.6,rise,surge,0.4135881014488113,0.3065682175967311,0.0,0.041980245982237915,0.0,0.0,0.32036429879253425,0.6549826135178624,1.2644227694881172,1.4714325691906285,7.638030374299348,0.7581317647058823,0.39,0.7514758036417241,0.705646526243841,-0.0766,2.072305266188877,0.40479467731631147,0.09279079014130615,0.8316084553357349,0.1248363096675678,-0.30549143600849954,0.04981316157766542,-1.0287803065882275,-0.6409629732636714,0.8992896097818968,1.550196558549881,-0.6873126874941289,1.089528173516199,-0.8304685228166552,-0.7601444590037373
