0.0000,0.00,0.00,1.20,0.0
0.2000,0.03,0.00,1.16,0.0
0.4000,0.12,0.00,1.08,0.0
0.6000,0.28,0.02,0.95,0.0
0.8000,0.51,0.05,0.80,0.0
1.0000,0.79,0.10,0.70,0.0
1.2000,1.05,0.17,0.68,0.0
1.4000,1.20,0.25,0.72,0.0
1.6000,1.20,0.32,0.80,0.0
1.8000,1.20,0.39,0.89,0.0
2.0000,1.20,0.45,0.95,0.0
2.2000,1.17,0.50,0.97,0.0
2.4000,1.09,0.54,0.95,0.0
2.6000,0.96,0.57,0.88,0.0
2.8000,0.78,0.58,0.77,0.0
3.0000,0.54,0.56,0.64,0.0
3.2000,0.30,0.52,0.55,0.0
3.4000,0.09,0.47,0.52,0.0
3.6000,-0.07,0.44,0.53,0.0
3.8000,-0.17,0.42,0.57,0.0
4.0000,-0.21,0.41,0.64,0.0
4.2000,-0.18,0.43,0.71,0.0
4.4000,-0.09,0.47,0.77,0.0
4.6000,0.05,0.54,0.80,0.0
4.8000,0.24,0.62,0.78,0.0
5.0000,0.43,0.72,0.70,0.0
5.2000,0.55,0.81,0.59,0.0
5.4000,0.62,0.88,0.52,0.0
5.6000,0.63,0.93,0.50,0.0
5.8000,0.59,0.96,0.50,0.0
6.0000,0.49,0.96,0.54,0.0
6.2000,0.34,0.93,0.62,0.0
6.4000,0.14,0.87,0.72,0.0
6.6000,-0.11,0.76,0.81,0.0
6.8000,-0.35,0.64,0.85,0.0
7.0000,-0.53,0.53,0.83,0.0
7.2000,-0.66,0.45,0.79,0.0
7.4000,-0.73,0.39,0.73,0.0
7.6000,-0.74,0.38,0.68,0.0
7.8000,-0.69,0.39,0.64,0.0
8.0000,-0.59,0.45,0.62,0.0
8.2000,-0.43,0.53,0.65,0.0
8.4000,-0.26,0.65,0.73,0.0
8.6000,-0.13,0.76,0.82,0.0
8.8000,-0.06,0.83,0.88,0.0
9.0000,-0.03,0.88,0.89,0.0
9.2000,-0.05,0.89,0.87,0.0
9.4000,-0.11,0.86,0.81,0.0
9.6000,-0.23,0.79,0.72,0.0
9.8000,-0.39,0.67,0.63,0.0
10.0000,-0.59,0.51,0.55,0.0
10.2000,-0.78,0.32,0.55,0.0
10.4000,-0.94,0.15,0.59,0.0
10.6000,-1.05,0.01,0.66,0.0
10.8000,-1.10,-0.08,0.73,0.0
11.0000,-1.10,-0.12,0.79,0.0
11.2000,-1.06,-0.13,0.82,0.0
11.4000,-0.97,-0.09,0.82,0.0
11.6000,-0.84,-0.02,0.78,0.0
11.8000,-0.69,0.10,0.69,0.0
12.0000,-0.55,0.24,0.60,0.0
12.2000,-0.45,0.35,0.55,0.0
12.4000,-0.40,0.42,0.55,0.0
12.6000,-0.37,0.45,0.58,0.0
12.8000,-0.39,0.42,0.64,0.0
13.0000,-0.44,0.35,0.71,0.0
13.2000,-0.53,0.21,0.80,0.0
13.4000,-0.65,0.03,0.86,0.0
13.6000,-0.78,-0.20,0.86,0.0
13.8000,-0.89,-0.42,0.81,0.0
14.0000,-0.96,-0.60,0.73,0.0
14.2000,-0.98,-0.72,0.65,0.0
14.4000,-0.98,-0.72,0.68,0.0
14.6000,-0.96,-0.70,0.74,0.0
14.8000,-0.93,-0.67,0.85,0.0
15.0000,-0.89,-0.63,1.00,0.0
15.2000,-0.83,-0.57,1.18,0.0
15.4000,-0.74,-0.50,1.20,0.0
15.6000,-0.62,-0.43,1.20,0.0
15.8000,-0.49,-0.37,1.20,0.0
16.0000,-0.36,-0.33,1.20,0.0
16.2000,-0.24,-0.33,1.20,0.0
16.4000,-0.15,-0.35,1.20,0.0
16.6000,-0.08,-0.39,1.20,0.0
16.8000,-0.04,-0.46,1.20,0.0
17.0000,-0.04,-0.54,1.20,0.0
17.2000,-0.06,-0.64,1.20,0.0
17.4000,-0.10,-0.70,1.20,0.0
17.6000,-0.14,-0.76,1.20,0.0
17.8000,-0.18,-0.81,1.20,0.0
18.0000,-0.22,-0.85,1.20,0.0
18.2000,-0.26,-0.88,1.19,0.0
18.4000,-0.29,-0.91,1.13,0.0
18.6000,-0.30,-0.91,1.01,0.0
18.8000,-0.29,-0.90,0.82,0.0
19.0000,-0.23,-0.86,0.60,0.0
19.2000,-0.12,-0.79,0.50,0.0
19.4000,0.02,-0.71,0.50,0.0
19.6000,0.16,-0.63,0.50,0.0
19.8000,0.31,-0.56,0.52,0.0
20.0000,0.43,-0.51,0.60,0.0
20.2000,0.52,-0.50,0.73,0.0
20.4000,0.55,-0.52,0.86,0.0
20.6000,0.54,-0.56,0.95,0.0
20.8000,0.50,-0.62,0.98,0.0
21.0000,0.44,-0.68,0.95,0.0
21.2000,0.38,-0.73,0.85,0.0
21.4000,0.32,-0.76,0.70,0.0
21.6000,0.29,-0.74,0.53,0.0
21.8000,0.29,-0.69,0.50,0.0
22.0000,0.32,-0.61,0.50,0.0
22.2000,0.39,-0.51,0.50,0.0
22.4000,0.48,-0.41,0.54,0.0
22.6000,0.59,-0.32,0.64,0.0
22.8000,0.70,-0.28,0.75,0.0
23.0000,0.78,-0.27,0.82,0.0
23.2000,0.83,-0.29,0.84,0.0
23.4000,0.85,-0.31,0.80,0.0
23.6000,0.82,-0.32,0.71,0.0
23.8000,0.73,-0.32,0.64,0.0
24.0000,0.62,-0.28,0.62,0.0
24.2000,0.54,-0.23,0.67,0.0
24.4000,0.50,-0.15,0.76,0.0
24.6000,0.53,-0.07,0.85,0.0
24.8000,0.61,0.01,0.89,0.0
25.0000,0.71,0.07,0.86,0.0
25.2000,0.82,0.10,0.78,0.0
25.4000,0.88,0.09,0.67,0.0
25.6000,0.90,0.08,0.61,0.0
25.8000,0.87,0.06,0.60,0.0
26.0000,0.80,0.06,0.66,0.0
26.2000,0.70,0.10,0.75,0.0
26.4000,0.59,0.19,0.82,0.0
26.6000,0.51,0.29,0.82,0.0
26.8000,0.49,0.33,0.79,0.0
27.0000,0.49,0.36,0.74,0.0
27.2000,0.49,0.37,0.74,0.0
27.4000,0.50,0.37,0.79,0.0
27.6000,0.51,0.37,0.89,0.0
27.8000,0.52,0.37,1.04,0.0
28.0000,0.54,0.38,1.20,0.0
28.2000,0.56,0.41,1.20,0.0
28.4000,0.57,0.45,1.20,0.0
28.6000,0.57,0.50,1.20,0.0
28.8000,0.56,0.56,1.20,0.0
29.0000,0.54,0.62,1.20,0.0
29.2000,0.50,0.67,1.20,0.0
29.4000,0.44,0.73,1.20,0.0
29.6000,0.38,0.77,1.20,0.0
29.8000,0.34,0.79,1.20,0.0
30.0000,0.33,0.78,1.20,0.0
30.2000,0.31,0.77,1.19,0.0
30.4000,0.28,0.76,1.14,0.0
30.6000,0.25,0.74,1.06,0.0
30.8000,0.23,0.73,0.97,0.0
31.0000,0.21,0.72,0.89,0.0
31.2000,0.18,0.71,0.80,0.0
31.4000,0.14,0.71,0.72,0.0
31.6000,0.08,0.71,0.66,0.0
31.8000,0.00,0.71,0.61,0.0
32.0000,-0.08,0.72,0.61,0.0
32.2000,-0.16,0.72,0.64,0.0
32.4000,-0.22,0.70,0.69,0.0
32.6000,-0.24,0.68,0.69,0.0
32.8000,-0.24,0.67,0.67,0.0
33.0000,-0.25,0.67,0.65,0.0
33.2000,-0.29,0.66,0.63,0.0
33.4000,-0.36,0.64,0.66,0.0
33.6000,-0.40,0.60,0.68,0.0
33.8000,-0.41,0.58,0.67,0.0
34.0000,-0.41,0.58,0.68,0.0
34.2000,-0.44,0.57,0.72,0.0
34.4000,-0.49,0.54,0.75,0.0
34.6000,-0.54,0.49,0.74,0.0
34.8000,-0.56,0.45,0.76,0.0
35.0000,-0.56,0.44,0.80,0.0
35.2000,-0.57,0.45,0.81,0.0
35.4000,-0.60,0.42,0.80,0.0
35.6000,-0.64,0.36,0.81,0.0
35.8000,-0.65,0.29,0.83,0.0
36.0000,-0.65,0.26,0.81,0.0
36.2000,-0.66,0.24,0.75,0.0
36.4000,-0.67,0.23,0.66,0.0
36.6000,-0.70,0.22,0.59,0.0
36.8000,-0.73,0.20,0.57,0.0
37.0000,-0.75,0.17,0.60,0.0
37.2000,-0.75,0.11,0.67,0.0
37.4000,-0.73,0.04,0.72,0.0
37.6000,-0.70,-0.03,0.72,0.0
37.8000,-0.68,-0.08,0.69,0.0
38.0000,-0.68,-0.09,0.65,0.0
38.2000,-0.70,-0.09,0.67,0.0
38.4000,-0.72,-0.09,0.72,0.0
38.6000,-0.73,-0.11,0.81,0.0
38.8000,-0.72,-0.16,0.87,0.0
39.0000,-0.71,-0.23,0.88,0.0
39.2000,-0.69,-0.29,0.85,0.0
39.4000,-0.66,-0.34,0.78,0.0
39.6000,-0.65,-0.37,0.70,0.0
39.8000,-0.63,-0.38,0.61,0.0
40.0000,-0.61,-0.37,0.56,0.0
40.2000,-0.59,-0.36,0.55,0.0
40.4000,-0.56,-0.37,0.59,0.0
40.6000,-0.54,-0.39,0.67,0.0
40.8000,-0.52,-0.45,0.74,0.0
41.0000,-0.50,-0.53,0.77,0.0
41.2000,-0.49,-0.55,0.79,0.0
41.4000,-0.49,-0.56,0.84,0.0
41.6000,-0.49,-0.56,0.94,0.0
41.8000,-0.48,-0.56,1.08,0.0
42.0000,-0.47,-0.57,1.20,0.0
42.2000,-0.44,-0.58,1.20,0.0
42.4000,-0.43,-0.59,1.20,0.0
42.6000,-0.40,-0.60,1.20,0.0
42.8000,-0.37,-0.62,1.18,0.0
43.0000,-0.34,-0.64,1.11,0.0
43.2000,-0.30,-0.65,1.02,0.0
43.4000,-0.27,-0.66,0.93,0.0
43.6000,-0.24,-0.67,0.85,0.0
43.8000,-0.21,-0.68,0.76,0.0
44.0000,-0.16,-0.69,0.68,0.0
44.2000,-0.10,-0.70,0.62,0.0
44.4000,-0.01,-0.72,0.58,0.0
44.6000,0.08,-0.73,0.60,0.0
44.8000,0.16,-0.73,0.64,0.0
45.0000,0.21,-0.72,0.72,0.0
45.2000,0.24,-0.69,0.78,0.0
45.4000,0.25,-0.66,0.80,0.0
45.6000,0.27,-0.64,0.78,0.0
45.8000,0.30,-0.64,0.76,0.0
46.0000,0.35,-0.65,0.78,0.0
46.2000,0.40,-0.64,0.83,0.0
46.4000,0.43,-0.60,0.84,0.0
46.6000,0.46,-0.56,0.80,0.0
46.8000,0.47,-0.53,0.75,0.0
47.0000,0.47,-0.52,0.72,0.0
47.2000,0.49,-0.51,0.74,0.0
47.4000,0.54,-0.49,0.75,0.0
47.6000,0.60,-0.46,0.72,0.0
47.8000,0.63,-0.41,0.67,0.0
48.0000,0.62,-0.37,0.63,0.0
48.2000,0.61,-0.34,0.63,0.0
48.4000,0.62,-0.32,0.67,0.0
48.6000,0.64,-0.30,0.71,0.0
48.8000,0.67,-0.29,0.79,0.0
49.0000,0.70,-0.24,0.86,0.0
49.2000,0.72,-0.19,0.88,0.0
49.4000,0.73,-0.14,0.86,0.0
49.6000,0.73,-0.09,0.80,0.0
49.8000,0.70,-0.07,0.76,0.0
50.0000,0.68,-0.06,0.76,0.0
50.2000,0.69,-0.03,0.80,0.0
50.4000,0.71,0.01,0.81,0.0
50.6000,0.74,0.06,0.78,0.0
50.8000,0.75,0.11,0.71,0.0
51.0000,0.73,0.15,0.64,0.0
51.2000,0.70,0.18,0.62,0.0
51.4000,0.67,0.20,0.65,0.0
51.6000,0.66,0.23,0.69,0.0
51.8000,0.66,0.26,0.72,0.0
52.0000,0.66,0.29,0.73,0.0
52.2000,0.66,0.32,0.72,0.0
52.4000,0.66,0.35,0.70,0.0
52.6000,0.66,0.38,0.65,0.0
52.8000,0.65,0.41,0.59,0.0
53.0000,0.63,0.45,0.52,0.0
53.2000,0.60,0.48,0.50,0.0
53.4000,0.55,0.52,0.50,0.0
53.6000,0.49,0.55,0.50,0.0
53.8000,0.44,0.59,0.50,0.0
54.0000,0.38,0.62,0.50,0.0
54.2000,0.33,0.64,0.51,0.0
54.4000,0.29,0.67,0.54,0.0
